ID_field,ID,FieldN,FieldN_2,Day_swab,Treatment,TotalInitialDoseZoosporesPermL,StrainSpecificInitialDoseZoosporesPermL,Lineage_type,Lineage,Strains,StrainID,Mortality_percentage,Cleared_percentage,Total_Bd_quantity,Number_of_lineages,DNA,VICqtyGPL,VICqtyHyb,FAMqtyBZ,GPL_pg,Brazil_pg,Hybrid,TotalBd,Susceptible,Infected,Dead
261M,261,M,S2,32,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0,0,0,0,0,0,0,1,0,1
282#,282,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.001912304,0.001056135,0,1.912304,0,0,1.912304,0,1,0
282F,282,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,2.44E-05,1.60E-05,5.91E-05,0,0,0,0,1,0,0
329#,329,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.020811221,0.010478061,0,20.811221,0,0,20.811221,0,1,0
329M,329,M,S2,34,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.469044205,0.209297776,0,469.044205,0,0,469.044205,0,1,1
3#,3,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.026719103,0.013322917,0,26.719103,0,0,26.719103,0,1,0
3M,3,M,S2,25,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.028155122,0.014010504,0,28.155122,0,0,28.155122,0,1,1
33#,33,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,1.451092715,0.619779646,0,1451.092715,0,0,1451.092715,0,1,0
33M,33,M,S2,27,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.076445429,0.036596209,0,76.445429,0,0,76.445429,0,1,1
49#,49,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.057220046,0.02770182,0,57.220046,0,0,57.220046,0,1,0
49M,49,M,S2,41,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.524830905,0.233173273,0,524.830905,0,0,524.830905,0,1,1
105#,105,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.046996181,0.02292639,0,46.996181,0,0,46.996181,0,1,0
105M,105,M,S2,42,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.682815519,0.300285012,0,682.815519,0,0,682.815519,0,1,1
109#,109,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.008660701,0.004511201,0.002244353,8.660701,2.244353,,10.905054,0,1,0
109M,109,M,S2,40,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0,0,0.025972721,0,25.972721,0,25.972721,0,1,1
117#,117,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.106796209,0.05046764,0,106.796209,0,0,106.796209,0,1,0
117M,117,M,S2,35,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.224908977,0.103259151,0,224.908977,0,0,224.908977,0,1,1
119#,119,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.027514003,0.013703699,0.004636395,27.514003,4.636395,,32.150398,0,1,0
119M,119,M,S2,51,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.279631851,0.127304261,0,279.631851,0,0,279.631851,0,1,1
132#,132,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.268537219,0.122445319,0,268.537219,0,0,268.537219,0,1,0
132M,132,M,S2,27,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.018200972,0.009211568,0,18.200972,0,0,18.200972,0,1,1
211#,211,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.003619323,0.001950077,0,3.619323,0,0,3.619323,0,1,0
211F,211,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0,0,1.14E-04,0,0.114,0,0.114,0,1,0
221#,221,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.00814473,0.004252553,0,8.14473,0,0,8.14473,0,1,0
221F,221,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0,0,0.010636104,0,10.636104,0,10.636104,0,1,0
236#,236,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.000158915,9.66E-05,0,0.158915,0,0,0.158915,0,1,0
236F,236,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,1.34E-05,8.94E-06,6.01E-06,0,0,0,0,1,0,0
256#,256,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.014834551,0.007567556,0.003779972,14.834551,3.779972,,18.614523,0,1,0
256M,256,M,S2,45,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.175301495,0.08126462,0.057151964,175.301495,57.151964,,232.453459,0,1,1
294#,294,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.024503744,0.012259329,0,24.503744,0,0,24.503744,0,1,0
294M,294,M,S2,37,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.825577045,0.360406283,0,825.577045,0,0,825.577045,0,1,1
298#,298,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.041912882,0.020537489,0,41.912882,0,0,41.912882,0,1,0
298M,298,M,S2,65,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.014598296,0.00745167,0.102324075,14.598296,102.324075,,116.922371,0,1,1
311#,311,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.008893493,0.004627699,0,8.893493,0,0,8.893493,0,1,0
311F,311,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0,0,5.70E-05,0,0,0,0,1,0,0
313#,313,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.04309959,0.021096142,0,43.09959,0,0,43.09959,0,1,0
313M,313,M,S2,38,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_172_24  ,P1-E2-R,,,,3,Mtr,0.223656573,0.102706378,0,223.656573,0,0,223.656573,0,1,1
2#,2,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.017613553,0.008925615,0,17.613553,0,0,17.613553,0,1,0
2M,2,M,S2,44,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.150032477,0.069971476,0.229435449,150.032477,229.435449,,379.467926,0,1,1
6#,6,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.003300751,0.001784794,0.000923418,3.300751,0.923418,,4.224169,0,1,0
6F,6,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.00067166,0.000386298,0.005861394,0.67166,5.861394,,6.533054,0,1,0
20#,20,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.00420242,0.002251178,0.00324317,4.20242,3.24317,,7.44559,0,1,0
20F,20,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.031702339,0.015703282,0.138162371,31.702339,138.162371,,169.86471,0,1,0
56#,56,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.041015703,0.020114729,0,41.015703,0,0,41.015703,0,1,0
56M,56,M,S2,33,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.036604818,0.018030894,0.016671048,36.604818,16.671048,,53.275866,0,1,1
63#,63,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.027075815,0.013493847,0.007252462,27.075815,7.252462,,34.328277,0,1,0
63M,63,M,S2,34,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.286947759,0.130504189,0.216119936,286.947759,216.119936,,503.067695,0,1,1
79#,79,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.008930818,0.004646367,0,8.930818,0,0,8.930818,0,1,0
79F,79,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.000583738,0.000337561,0.001164266,0.583738,1.164266,,1.748004,0,1,0
94#,94,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.017811366,0.00902195,0.010515329,17.811366,10.515329,,28.326695,0,1,0
94M,94,M,S2,42,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0,0,0.167091684,0,167.091684,0,167.091684,0,1,1
159#,159,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.00473518,0.002524863,0.002902894,4.73518,2.902894,,7.638074,0,1,0
159F,159,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,2.16E-05,1.42E-05,0.000196826,0,0.196826,0,0.196826,0,1,0
168#,168,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.000116403,7.17E-05,0,0.116403,0,0,0.116403,0,1,0
168F,168,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,2.68E-06,1.91E-06,3.51E-06,0,0,0,0,1,0,0
202#,202,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.008282321,0.004321585,0.002589606,8.282321,2.589606,,10.871927,0,1,0
202M,202,M,S2,40,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.511450021,0.227455925,0.042641105,511.450021,42.641105,,554.091126,0,1,1
208#,208,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.001493637,0.000832849,0.000998255,1.493637,0.998255,,2.491892,0,1,0
208F,208,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,2.21E-05,1.45E-05,5.19E-05,0,0,0,0,1,0,0
232#,232,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.000887365,0.00050488,0,0.887365,0,0,0.887365,0,1,0
232F,232,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,7.61E-06,5.21E-06,1.55E-06,0,0,0,0,1,0,0
272#,272,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.009875145,0.00511769,0.002095717,9.875145,2.095717,,11.970862,0,1,0
272M,272,M,S2,42,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0,0,0,0,0,0,0,1,0,1
297#,297,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.003194223,0.001729389,0.002336663,3.194223,2.336663,,5.530886,0,1,0
297M,297,M,S2,55,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.010168933,0.005263958,0.038192806,10.168933,38.192806,,48.361739,0,1,1
315#,315,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.007381317,0.003868685,0.00093528,7.381317,0.93528,,8.316597,0,1,0
315F,315,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,6.76E-06,4.65E-06,4.66E-06,0,0,0,0,1,0,0
326#,326,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.002709094,0.001476128,0,2.709094,0,0,2.709094,0,1,0
326F,326,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_41_24  ,P2-E1-R,,,,3,Mtr,0.000362894,0.000213754,0.000844493,0.362894,0.844493,,1.207387,0,1,0
39#,39,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.005830051,0.003083705,0.002060815,5.830051,2.060815,,7.890866,0,1,0
39M,39,M,S2,43,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,1.07409227,0.464138122,0.266693463,1074.09227,266.693463,,1340.785733,0,1,1
48#,48,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.004689133,0.002501257,0.002716114,4.689133,2.716114,,7.405247,0,1,0
48F,48,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.001241403,0.000697184,0.008901619,1.241403,8.901619,,10.143022,0,1,0
55#,55,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.001674789,0.000929726,0,1.674789,0,,1.674789,0,1,0
55M,55,M,S2,44,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.120503359,0.056679219,0.022737938,120.503359,22.737938,,143.241297,0,1,1
71#,71,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.030064406,0.014922605,0.014198249,30.064406,14.198249,,44.262655,0,1,0
71M,71,M,S2,35,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.418894837,0.187740973,0.101162159,418.894837,101.162159,,520.056996,0,1,1
82#,82,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.003935539,0.002113581,0.001225251,3.935539,1.225251,,5.16079,0,1,0
82M,82,M,S2,45,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.352803135,0.159175626,0.062074943,352.803135,62.074943,,414.878078,0,1,1
88#,88,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.00147808,0.000824509,0.0017981,1.47808,1.7981,,3.27618,0,1,0
88F,88,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.000690677,0.000396806,0.005005412,0.690677,5.005412,,5.696089,0,1,0
123#,123,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,3.37E-05,2.18E-05,3.72E-05,0,0,,0,1,0,0
123F,123,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,1.77E-06,1.28E-06,6.78E-06,0,0,,0,1,0,0
124#,124,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.001620737,0.000900864,0.000980312,1.620737,0.980312,,2.601049,0,1,0
124M,124,M,S2,47,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0,0,0.052796452,0,52.796452,0,52.796452,0,1,1
137#,137,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.00214573,0.001179775,0.000586376,2.14573,0.586376,,2.732106,0,1,0
137F,137,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.002101265,0.001156265,0.001333477,2.101265,1.333477,,3.434742,0,1,0
154#,154,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.003811183,0.002049344,0.002268606,3.811183,2.268606,,6.079789,0,1,0
154F,154,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.000295773,0.000175605,0.00191917,0.295773,1.91917,,2.214943,0,1,0
158#,158,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.000161374,9.81E-05,1.12E-04,0.161374,0.112,,0.273374,0,1,0
158F,158,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0,0,0.000415161,0,0.415161,0,0.415161,0,1,0
174#,174,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.001743984,0.000966619,0.000550123,1.743984,0.550123,,2.294107,0,1,0
174F,174,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,1.61E-05,1.07E-05,1.11E-04,0,0.111,0,0.111,0,1,0
216#,216,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.001111775,0.000627058,0.00038121,1.111775,0.38121,,1.492985,0,1,0
216F,216,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0,0,0.000265407,0,0.265407,0,0.265407,0,1,0
245#,245,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.000892334,0.000507597,0.000946023,0.892334,0.946023,,1.838357,0,1,0
245M,245,M,S2,49,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.837183036,0.36527521,0.140596743,837.183036,140.596743,,977.779779,0,1,1
308#,308,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,3.91E-05,2.51E-05,1.52E-05,0,0,0,0,1,0,0
308F,308,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0,0,1.29E-06,0,0,0,0,1,0,0
310#,310,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0.001530577,0.000852639,0,1.530577,0,0,1.530577,0,1,0
310F,310,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,198_172_24  ,P2-E2-R,,,,3,Mtr,0,0,1.59E-05,0,0,0,0,1,0,0
